title,stars
Terrifier,"Damien Leone, |, Stars:, Jenna Kanell, Samantha Scaffidi, David Howard Thornton, Catherine Corcoran"
The Blues Brothers,"John Landis, |, Stars:, John Belushi, Dan Aykroyd, Cab Calloway, John Candy"
Merlí,"Francesc Orella, Pere Ponce, Carlos Cuevas, Marta Marco"
Polar,"Jonas Åkerlund, |, Stars:, Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren"
The Unforgivable,"Nora Fingscheidt, |, Stars:, Sandra Bullock, Viola Davis, Vincent D'Onofrio, Jon Bernthal"
King Arthur: Legend of the Sword,"Guy Ritchie, |, Stars:, Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou"
The Impossible,"J.A. Bayona, |, Stars:, Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast"
Vinland Saga,"Zach Aguilar, William Christopher Stephens, Keith Silverstein, Kira Buckland"
Spider-Man: Far from Home,"Jon Watts, |, Stars:, Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei"
The Ballad of Buster Scruggs,"Ethan Coen, Joel Coen, |, Stars:, Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy"
Madam Secretary,"Téa Leoni, Tim Daly, Erich Bergen, Zeljko Ivanek"
Willy Wonka & the Chocolate Factory,"Mel Stuart, |, Stars:, Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear"
Full House,"Bob Saget, John Stamos, Dave Coulier, Candace Cameron Bure"
La jefa,"Fran Torres, |, Stars:, Aitana Sánchez-Gijón, Cumelen Sanz, Younes Bachir, Pedro Casablanc"
The Vault,"Jaume Balagueró, |, Stars:, Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham"
Pieces of a Woman,"Kornél Mundruczó, |, Stars:, Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Iliza Shlesinger"
Nashville,"Hayden Panettiere, Clare Bowen, Charles Esten, Jonathan Jackson"
Footloose,"Herbert Ross, |, Stars:, Kevin Bacon, Lori Singer, John Lithgow, Dianne Wiest"
Gerald's Game,"Mike Flanagan, |, Stars:, Carla Gugino, Bruce Greenwood, Chiara Aurelia, Carel Struycken"
Charlie's Angels,"Elizabeth Banks, |, Stars:, Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks"
Sense8,"Bae Doona, Jamie Clayton, Tina Desai, Tuppence Middleton"
Travelers,"Eric McCormack, MacKenzie Porter, Nesta Cooper, Jared Abrahamson"
The Lost Daughter,"Maggie Gyllenhaal, |, Stars:, Olivia Colman, Jessie Buckley, Dakota Johnson, Ed Harris"
Miraculous: Tales of Ladybug & Cat Noir,"Cristina Valenzuela, Bryce Papenbrook, Keith Silverstein, Mela Lee"
Texas Chainsaw Massacre,"David Blue Garcia, |, Stars:, Sarah Yarkin, Elsie Fisher, Mark Burnham, Jacob Latimore"
Senior Year,"Alex Hardcastle, |, Stars:, Rebel Wilson, Angourie Rice, Mary Holland, Molly Brown"
"Bastard!! Heavy Metal, Dark Fantasy","Kishô Taniyama, Tomori Kusunoki, Kyle McCarley, Erin Yvette"
Castlevania,"Richard Armitage, James Callis, Alejandra Reynoso, Theo James"
Step Brothers,"Adam McKay, |, Stars:, Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins"
Castle Rock,"Bill Skarsgård, André Holland, Lizzy Caplan, Melanie Lynskey"
The Harder They Fall,"Jeymes Samuel, |, Stars:, Jonathan Majors, Zazie Beetz, RJ Cyler, Edi Gathegi"
The OA,"Brit Marling, Jason Isaacs, Scott Wilson, Alice Krige"
Below Her Mouth,"April Mullen, |, Stars:, Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen"
Fear Street: Part One - 1994,"Leigh Janiak, |, Stars:, Kiana Madeira, Olivia Scott Welch, Benjamin Flores Jr., Julia Rehwald"
Birdman or (The Unexpected Virtue of Ignorance),"Alejandro G. Iñárritu, |, Stars:, Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough"
Beauty and the Beast,"Gary Trousdale, Kirk Wise, |, Stars:, Paige O'Hara, Robby Benson, Jesse Corti, Rex Everhart"
Moonlight,"Barry Jenkins, |, Stars:, Mahershala Ali, Naomie Harris, Trevante Rhodes, Alex R. Hibbert"
Dirilis: Ertugrul,"Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez"
National Lampoon's Animal House,"John Landis, |, Stars:, John Belushi, Karen Allen, Tom Hulce, Stephen Furst"
Crash Landing on You,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun"
Archive 81,"Mamoudou Athie, Dina Shihabi, Evan Jonigkeit, Julia Chan"
Trailer Park Boys,"John Paul Tremblay, Robb Wells, Mike Smith, John Dunsworth"
Misfits,"Nathan Stewart-Jarrett, Joe Gilgun, Iwan Rheon, Lauren Socha"
Ratched,"Sarah Paulson, Finn Wittrock, Cynthia Nixon, Judy Davis"
GLOW,"Alison Brie, Marc Maron, Betty Gilpin, Britt Baron"
Skyggen i mit øje,"Ole Bornedal, |, Stars:, Caspar Phillipson, Alex Høgh Andersen, Danica Curcic, Fanny Bornedal"
Shooter,"Ryan Phillippe, Shantel VanSanten, Cynthia Addai-Robinson, Omar Epps"
Drifting Home,"Hiroyasu Ishida, |, Stars:, Daiki Yamashita, Inori Minase, Kana Hanazawa, Mutsumi Tamura"
Keep Breathing,"Melissa Barrera, Jeff Wilbusch, Florencia Lozano, Juan Pablo Espinosa"
The Bubble,"Judd Apatow, |, Stars:, Harry Trevaldwyn, Samson Kayo, Peter Serafinowicz, Danielle Vitalis"
Bloodline,"Kyle Chandler, Ben Mendelsohn, Linda Cardellini, Sissy Spacek"
Get Smart with Money,"Stephanie Soechtig, |, Stars:, Pete Adeney, Tiffany Aliche, Ross MacDonald, Paula Pant"
Marriage Story,"Noah Baumbach, |, Stars:, Adam Driver, Scarlett Johansson, Julia Greer, Azhy Robertson"
A Series of Unfortunate Events,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes"
Hell or High Water,"David Mackenzie, |, Stars:, Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham"
Dark Desire,"Maite Perroni, Erik Hayser, Jorge Poza, Regina Pavón"
The Human Centipede (First Sequence),"Tom Six, |, Stars:, Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura"
Ghost,"Jerry Zucker, |, Stars:, Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn"
Army of the Dead,"Zack Snyder, |, Stars:, Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick"
Lawrence of Arabia,"David Lean, |, Stars:, Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins"
The Lost World: Jurassic Park,"Steven Spielberg, |, Stars:, Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn"
Cowboy Bebop,"Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara, Steve Blum"
Ocean's Eight,"Gary Ross, |, Stars:, Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling"
Gods of Egypt,"Alex Proyas, |, Stars:, Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman"
The Bold Type,"Katie Stevens, Aisha Dee, Meghann Fahy, Melora Hardin"
Atypical,"Jennifer Jason Leigh, Keir Gilchrist, Brigette Lundy-Paine, Michael Rapaport"
3rd Rock from the Sun,"John Lithgow, Jane Curtin, Kristen Johnston, French Stewart"
Mars Attacks!,"Tim Burton, |, Stars:, Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker, Annette Bening"
Kong: Skull Island,"Jordan Vogt-Roberts, |, Stars:, Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly"
There's Something About Mary,"Bobby Farrelly, Peter Farrelly, |, Stars:, Cameron Diaz, Matt Dillon, Ben Stiller, Lee Evans"
Don't Breathe,"Fede Alvarez, |, Stars:, Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto"
Now You See Me,"Louis Leterrier, |, Stars:, Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson"
One Of Us Is Lying,"Melissa Collazo, Annalisa Cochrane, Chibuikem Uche, Marianly Tejada"
Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones, |, Stars:, Graham Chapman, John Cleese, Eric Idle, Terry Gilliam"
Batman v Superman: Dawn of Justice,"Zack Snyder, |, Stars:, Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg"
Climax,"Gaspar Noé, |, Stars:, Sofia Boutella, Romain Guillermic, Souheila Yacoub, Kiddy Smile"
The Old Guard,"Gina Prince-Bythewood, |, Stars:, Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari"
"tick, tick... BOOM!","Lin-Manuel Miranda, |, Stars:, Andrew Garfield, Alexandra Shipp, Robin de Jesus, Vanessa Hudgens"
Alice in Borderland,"Kento Yamazaki, Tao Tsuchiya, Nijirô Murakami, Takanobu Shiohara"
Gilmore Girls: A Year in the Life,"Lauren Graham, Alexis Bledel, Scott Patterson, Kelly Bishop"
Carter,"Byung-gil Jung, |, Stars:, Joo Won, Kim Bo-Min, Sung-Jae Lee, Iftekhar Mahmud"
The Babysitter,"McG, |, Stars:, Judah Lewis, Samara Weaving, Robbie Amell, Hana Mae Lee"
Outlaw King,"David Mackenzie, |, Stars:, Chris Pine, Stephen Dillane, Rebecca Robin, Billy Howle"
Despicable Me 2,"Pierre Coffin, Chris Renaud, |, Stars:, Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove"
Good Witch,"Catherine Bell, Catherine Disher, James Denton, Kylee Evans"
Extraction,"Sam Hargrave, |, Stars:, Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal"
Cleveland Abduction,"Alex Kalymnios, |, Stars:, Taryn Manning, Raymond Cruz, Katie Sarife, Samantha Droke"
Army of Thieves,"Matthias Schweighöfer, |, Stars:, Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin"
Selling the OC,"Alexandra Jarvis, Tyler Stanaland, Alexandra Rose, Polly Brindle"
Dawson's Creek,"James Van Der Beek, Katie Holmes, Michelle Williams, Joshua Jackson"
12 Strong,"Nicolai Fuglsig, |, Stars:, Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban"
Lone Survivor,"Peter Berg, |, Stars:, Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster"
Into the Night,"Pauline Etienne, Laurent Capelluto, Mehmet Kurtulus, Babetida Sadjo"
Chef's Table: Pizza,"Chris Bianco, Gabriele Bonci, Leo Bianco, Mia Bianco"
Bird Box,"Susanne Bier, |, Stars:, Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson"
The Fresh Prince of Bel-Air,"Will Smith, James Avery, Alfonso Ribeiro, Tatyana Ali"
Through My Window,"Marçal Forés, |, Stars:, Clara Galle, Julio Peña, Guillermo Lasheras, Natalia Azahara"
The Holiday,"Nancy Meyers, |, Stars:, Kate Winslet, Cameron Diaz, Jude Law, Jack Black"
Moonrise Kingdom,"Wes Anderson, |, Stars:, Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray"
He's All That,"Mark Waters, |, Stars:, Addison Rae, Tanner Buchanan, Madison Pettis, Rachael Leigh Cook"
Superwog,"Theodore Saidden, Nathan Saidden, Joseph Green, Diamond Lust"
Breakfast at Tiffany's,"Blake Edwards, |, Stars:, Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen"
The Girl in the Spider's Web,"Fede Alvarez, |, Stars:, Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield"
The Karate Kid,"Harald Zwart, |, Stars:, Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han"
Shot Caller,"Ric Roman Waugh, |, Stars:, Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal"
The Missing,"Tchéky Karyo, Anastasia Hille, James Nesbitt, Frances O'Connor"
Moneyball,"Bennett Miller, |, Stars:, Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman"
Clusterf**k: Woodstock '99,"Ananda Lewis, Heather, Colin Speir, John Scher"
Stay Close,"Cush Jumbo, Richard Armitage, Daniel Francis, Jo Joyner"
Furious 7,"James Wan, |, Stars:, Vin Diesel, Paul Walker, Dwayne Johnson, Jason Statham"
Lou,"Anna Foerster, |, Stars:, Allison Janney, Jurnee Smollett, Logan Marshall-Green, Ridley Asha Bateman"
Lost Ollie,"Jake Johnson, Gina Rodriguez, Kesler Talbot, Jonathan Groff"
Fatal Attraction,"Adrian Lyne, |, Stars:, Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen"
Untold: The Girlfriend Who Didn't Exist,"Ryan Duffy, Tony Vainuku, |, Stars:, Manti Te'o, Phil McGraw, Ansa Woo"
The Lincoln Lawyer,"Brad Furman, |, Stars:, Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy"
Mighty Morphin Power Rangers,"Richard Steven Horvitz, David Yost, Ed Neil, David J. Fielding"
Life of Brian,"Terry Jones, |, Stars:, Graham Chapman, John Cleese, Michael Palin, Terry Gilliam"
Love Is Blind,"Nick Lachey, Vanessa Lachey, Danielle Ruhl, Deepti Vempati"
Doom,"Andrzej Bartkowiak, |, Stars:, Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei"
Pan,"Joe Wright, |, Stars:, Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara"
Crazy Ex-Girlfriend,"Rachel Bloom, Donna Lynne Champlin, Vincent Rodriguez III, Pete Gardner"
A Walk to Remember,"Adam Shankman, |, Stars:, Mandy Moore, Shane West, Peter Coyote, Daryl Hannah"
When Calls the Heart,"Erin Krakow, Martin Cummins, Pascale Hutton, Jack Wagner"
The Shannara Chronicles,"Austin Butler, Ivana Baquero, Manu Bennett, Aaron Jakubenko"
Lucy,"Luc Besson, |, Stars:, Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked"
Midnight in Paris,"Woody Allen, |, Stars:, Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller"
Contagion,"Steven Soderbergh, |, Stars:, Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow"
Project X,"Nima Nourizadeh, |, Stars:, Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame"
Cars 3,"Brian Fee, |, Stars:, Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion"
The Alienist,"Daniel Brühl, Dakota Fanning, Luke Evans, Robert Wisdom"
Wentworth,"Kate Atkinson, Katrina Milosevic, Robbie Magasiva, Jacqueline Brennan"
Knocked Up,"Judd Apatow, |, Stars:, Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann"
Ivy & Bean,"Elissa Down, |, Stars:, Madison Skye Validum, Hudson Hua, Parker Hua, Keslee Blalock"
Robin Hood,"Otto Bathurst, |, Stars:, Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson"
Return to Sender,"Fouad Mikati, |, Stars:, Rosamund Pike, Shiloh Fernandez, Nick Nolte, Camryn Manheim"
Windfall,"Charlie McDowell, |, Stars:, Jason Segel, Lily Collins, Jesse Plemons, Omar Leyva"
Hell on Wheels,"Anson Mount, Colm Meaney, Robin McLeavy, Phil Burke"
Henry Danger,"Jace Norman, Cooper Barnes, Riele Downs, Sean Ryan Fox"
Love and Monsters,"Michael Matthews, |, Stars:, Dylan O'Brien, Jessica Henwick, Michael Rooker, Dan Ewing"
Disenchantment,"Abbi Jacobson, Eric André, Nat Faxon, John DiMaggio"
Princess Mononoke,"Hayao Miyazaki, |, Stars:, Yôji Matsuda, Yuriko Ishida, Yûko Tanaka, Billy Crudup"
The Legend of Korra,"Janet Varney, P.J. Byrne, David Faustino, J.K. Simmons"
The Call,"Chung-Hyun Lee, |, Stars:, Park Shin-Hye, Jeon Jong-seo, Kim Sung-ryung, Lee El"
Atomic Blonde,"David Leitch, |, Stars:, Charlize Theron, James McAvoy, John Goodman, Eddie Marsan"
Fear Street: Part Two - 1978,"Leigh Janiak, |, Stars:, Sadie Sink, Emily Rudd, Ryan Simpkins, McCabe Slye"
The Expendables 2,"Simon West, |, Stars:, Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme"
The Ritual,"David Bruckner, |, Stars:, Rafe Spall, Arsher Ali, Robert James-Collier, Sam Troughton"
When They See Us,"Asante Blackk, Caleel Harris, Ethan Herisse, Marquis Rodriguez"
Sicario: Day of the Soldado,"Stefano Sollima, |, Stars:, Benicio Del Toro, Josh Brolin, Isabela Merced, Jeffrey Donovan"
The Real Housewives of Beverly Hills,"Kyle Richards, Adrienne Maloof, Camille Grammer, Lisa Vanderpump"
The Emperor's New Groove,"Mark Dindal, |, Stars:, David Spade, John Goodman, Eartha Kitt, Patrick Warburton"
The Hitman's Bodyguard,"Patrick Hughes, |, Stars:, Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Elodie Yung"
Monster Hunter,"Paul W.S. Anderson, |, Stars:, Milla Jovovich, Tony Jaa, Ron Perlman, T.I."
Between,"Jennette McCurdy, Jesse Carere, Justin Kelly, Kyle Mac"
The Amazing World of Gumball,"Dan Russell, Teresa Gallagher, Kerry Shale, Kyla Rae Kowalewski"
Geostorm,"Dean Devlin, |, Stars:, Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara"
Metal Lords,"Peter Sollett, |, Stars:, Jaeden Martell, Adrian Greensmith, Isis Hainsworth, Noah Urrea"
Robin Hood: Prince of Thieves,"Kevin Reynolds, |, Stars:, Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater"
Darlings,"Jasmeet K Reen, |, Stars:, Alia Bhatt, Shefali Shah, Vijay Varma, Roshan Mathew"
Steven Universe,"Zach Callison, Deedee Magno, Michaela Dietz, Estelle"
Hairspray,"Adam Shankman, |, Stars:, John Travolta, Queen Latifah, Nikki Blonsky, Michelle Pfeiffer"
Escape Room,"Adam Robitel, |, Stars:, Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine"
"Extremely Wicked, Shockingly Evil and Vile","Joe Berlinger, |, Stars:, Lily Collins, Zac Efron, Angela Sarafyan, Sydney Vollmer"
Into the Badlands,"Daniel Wu, Orla Brady, Emily Beecham, Aramis Knight"
Spartacus: Gods of the Arena,"John Hannah, Manu Bennett, Peter Mensah, Dustin Clare"
Newness,"Drake Doremus, |, Stars:, Nicholas Hoult, Laia Costa, Danny Huston, Courtney Eaton"
Santa Clarita Diet,"Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo"
Things Heard & Seen,"Shari Springer Berman, Robert Pulcini, |, Stars:, Amanda Seyfried, James Norton, Natalia Dyer, Alex Neustaedter"
Timeless,"Abigail Spencer, Matt Lanter, Malcolm Barrett, Paterson Joseph"
Girl in the Picture,"Skye Borgman, |, Stars:, Karen Parsley, Charles Engles, Merle Bean, Ernest Bean"
Hush,"Mike Flanagan, |, Stars:, John Gallagher Jr., Kate Siegel, Michael Trucco, Samantha Sloyan"
Neon Genesis Evangelion,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Spike Spencer"
Waterworld,"Kevin Reynolds, |, Stars:, Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino"
The Cuphead Show!,"Tru Valentino, Frank Todaro, Joe Hanna, David Wasson"
A Perfect Pairing,"Stuart McDonald, |, Stars:, Victoria Justice, Adam Demos, Luca Asta Sardelis, Samantha Cain"
Kill Bill: Vol. 2,"Quentin Tarantino, |, Stars:, Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah"
Rampage,"Brad Peyton, |, Stars:, Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan"
Contact,"Robert Zemeckis, |, Stars:, Jodie Foster, Matthew McConaughey, Tom Skerritt, John Hurt"
The Woman in the Window,"Joe Wright, |, Stars:, Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger"
Copshop,"Joe Carnahan, |, Stars:, Gerard Butler, Frank Grillo, Alexis Louder, Toby Huss"
In the Heart of the Sea,"Ron Howard, |, Stars:, Chris Hemsworth, Cillian Murphy, Brendan Gleeson, Ben Whishaw"
The Starling,"Theodore Melfi, |, Stars:, Melissa McCarthy, Chris O'Dowd, Kevin Kline, Timothy Olyphant"
Between Two Ferns: The Movie,"Scott Aukerman, |, Stars:, Zach Galifianakis, Matthew McConaughey, Rekha Shankar, Olivia Mekdara"
Aftermath,"Peter Winther, |, Stars:, Ashley Greene, Shawn Ashmore, Jason Liles, Britt Baron"
White House Down,"Roland Emmerich, |, Stars:, Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke"
The Dirt,"Jeff Tremaine, |, Stars:, Douglas Booth, Iwan Rheon, Colson Baker, Daniel Webber"
The Post,"Steven Spielberg, |, Stars:, Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk"
Luke Cage,"Mike Colter, Simone Missick, Theo Rossi, Alfre Woodard"
Vincenzo,"Song Joong-ki, Jeon Yeo-bin, Taecyeon, Kwak Dong-yeon"
Pera Palas'ta Gece Yarisi,"Hazal Kaya, Tansu Biçer, Selahattin Pasali, James Chalmers"
I Care a Lot,"J Blakeson, |, Stars:, Rosamund Pike, Peter Dinklage, Eiza González, Dianne Wiest"
To Kill a Mockingbird,"Robert Mulligan, |, Stars:, Gregory Peck, John Megna, Frank Overton, Rosemary Murphy"
Unbreakable Kimmy Schmidt,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane"
Munich: The Edge of War,"Christian Schwochow, |, Stars:, George MacKay, Jannis Niewöhner, Jeremy Irons, Liv Lisa Fries"
Kim's Convenience,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu"
Lilo & Stitch,"Dean DeBlois, Chris Sanders, |, Stars:, Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers"
Perfect Blue,"Satoshi Kon, |, Stars:, Junko Iwao, Rica Matsumoto, Shinpachi Tsuji, Masaaki Ôkura"
The Firm,"Sydney Pollack, |, Stars:, Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook"
Another Self,"Tuba Büyüküstün, Seda Bakan, Boncuk Yilmaz, Murat Boz"
Mob Psycho 100,"Setsuo Ito, Takahiro Sakurai, Akio Ôtsuka, Kyle McCarley"
The Invisible Guest,"Oriol Paulo, |, Stars:, Mario Casas, Ana Wagener, Jose Coronado, Bárbara Lennie"
Glitch,"Patrick Brammall, Emma Booth, Sean Keenan, Hannah Monson"
Night Teeth,"Adam Randall, |, Stars:, Jorge Lendeborg Jr., Debby Ryan, Lucy Fry, Raúl Castillo"
Jurassic Park III,"Joe Johnston, |, Stars:, Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola"
Bad Teacher,"Jake Kasdan, |, Stars:, Cameron Diaz, Jason Segel, Justin Timberlake, Lucy Punch"
The Snowman,"Tomas Alfredson, |, Stars:, Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson"
Fuller House,"Jodie Sweetin, Fox Messitt, Candace Cameron Bure, Andrea Barber"
The Kissing Booth,"Vince Marcello, |, Stars:, Joey King, Jacob Elordi, Joel Courtney, Megan du Plessis"
No One Gets Out Alive,"Santiago Menghini, |, Stars:, Phil Robertson, Joana Borja, Victoria Alcock, Cristina Rodlo"
Ludik,"Pieter Vorster, Vikash Mathura, Arnold Vosloo, Lea Vivier"
Conan the Barbarian,"Marcus Nispel, |, Stars:, Jason Momoa, Ron Perlman, Rose McGowan, Stephen Lang"
The Weekend Away,"Kim Farrant, |, Stars:, Leighton Meester, Christina Wolfe, Ziad Bakri, Luke Norris"
1922,"Zak Hilditch, |, Stars:, Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard"
A Jazzman's Blues,"Tyler Perry, |, Stars:, Joshua Boone, Amirah Vann, Solea Pfeiffer, Austin Scott"
Ash vs Evil Dead,"Bruce Campbell, Ray Santiago, Dana DeLorenzo, Lucy Lawless"
The Fate of the Furious,"F. Gary Gray, |, Stars:, Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez"
Kingdom,"Frank Grillo, Kiele Sanchez, Matt Lauria, Jonathan Tucker"
Versailles,"George Blagden, Alexander Vlahos, Tygh Runyan, Stuart Bowman"
Code Geass,"Jun Fukuyama, Takahiro Sakurai, Johnny Yong Bosch, Yukana"
My Neighbor Totoro,"Hayao Miyazaki, |, Stars:, Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto, Shigesato Itoi"
Green Room,"Jeremy Saulnier, |, Stars:, Anton Yelchin, Imogen Poots, Alia Shawkat, Patrick Stewart"
The Last Dance,"Michael Jordan, Phil Jackson, Scottie Pippen, David Aldridge"
Serendipity,"Peter Chelsom, |, Stars:, John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan"
